datetime,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10
2010-01-04 00:00,0.032438444,0.027753116,0.021760925,0.235126056,0.025605083,0.02771054,0.030041243,0.034066853,0.020963344,0.018147788
2010-01-04 01:00,0.0377,0.04758,0.05264,0.0725,0.03654,0.057,0.10602,0.00468,0.0406,0.02178
2010-01-04 02:00,0.00896,0.01159,0.01566,0.0288,0.01197,0.0231,0.08614,0.0056,0.01798,0.00672
2010-01-04 03:00,0.00504,0.01539,0.00627,0.00935,0.0066,0.01474,0.04788,0.00496,0.01003,0.0066
2010-01-04 04:00,0.01386,0,0,0.00248,0.00603,0,0.01984,0.0081,0,0
2010-01-04 05:00,0.00305,0.0032,0,0.00189,0.00924,0.0027,0.00228,0.01008,0.009,0.00682
2010-01-04 06:00,0.00186,0.001007,0.001431,0.000106,0.001272,0.003072,0.000627,0.007965,0.002747,0.00144
2010-01-04 07:00,0.045474,0.01703,0.00682,0.001232,0.026606,0.019712,0.000855,0.026047,0.01416,0.010282
2010-01-04 08:00,0.062,0.048636,0.020862,0.005628,0.067,0.041272,0.003498,0.044086,0.037076,0.045262
2010-01-04 09:00,0.041831,0.066,0.054,0.019154,0.034452,0.055,0.019832,0.064,0.057,0.059
2010-01-04 10:00,0.008874,0.0189,0.058176,0.066,0.018676,0.015264,0.067,0.017451,0.026125,0.034722
2010-01-04 11:00,0.00594,0.015075,0.016128,0.023652,0.013932,0.01518,0.05265,0.009322,0.013727,0.019778
2010-01-04 12:00,0.0949,0.1302,0.1281,0.08164,0.12544,0.10368,0.17228,0.02242,0.11834,0.052
2010-01-04 13:00,0.16416,0.117,0.12508,0.05457,0.07068,0.12852,0.10899,0.07161,0.1694,0.14625
2010-01-04 14:00,0.22908,0.27584,0.208,0.05246,0.17524,0.1872,0.11024,0.05751,0.21896,0.11725
2010-01-04 15:00,0.38364,0.3663,0.1836,0.09434,0.35466,0.36366,0.22021,0.14958,0.3055,0.24276
2010-01-04 16:00,0.51051,0.182,0.1575,0.1071,0.44252,0.3246,0.15174,0.495,0.27393,0.17174
2010-01-04 17:00,0.50841,0.16006,0.20406,0.096,0.54558,0.3445,0.16448,0.39375,0.2632,0.20048
2010-01-04 18:00,0.4475875,0.5671375,0.585,0.106425,0.206625,0.343,0.29025,0.2681,0.51975,0.477375
2010-01-04 19:00,0.178416,0.40392,0.775104,0.288288,0.20904,0.540672,0.407664,0.2736,0.532224,0.61776
2010-01-04 20:00,0.33672,0.393472,0.477264,0.64064,0.3068,0.496784,0.572384,0.162944,0.386688,0.408576
2010-01-04 21:00,0.1352,0.179712,0.22736,0.265408,0.136448,0.13904,0.751968,0.27072,0.3168,0.436272
2010-01-04 22:00,0.07595,0.06975,0.13475,0.157325,0.23725,0.0680625,0.36855,0.07,0.144425,0.183625
2010-01-04 23:00,0.189,0.165,0.12338,0.06572,0.09486,0.10494,0.16988,0.02052,0.12462,0.14672
2010-01-05 00:00,0.07875,0.02907,0.12524,0.09088,0.13924,0.09672,0.11222,0.01541,0.08704,0.06726
2010-01-05 01:00,0.03835,0.04602,0.0611,0.065,0.0377,0.05225,0.09672,0.00603,0.0385,0.01749
2010-01-05 02:00,0.00992,0.01064,0.01566,0.02832,0.01134,0.0231,0.08468,0.0052,0.02015,0.00696
2010-01-05 03:00,0.00448,0.01458,0.00572,0.00901,0.0067,0.01144,0.0546,0.00432,0.00952,0.00605
2010-01-05 04:00,0.01302,0,0,0.00228,0.00531,0,0.01643,0.00885,0,0
2010-01-05 05:00,0.00315,0.00275,0,0.00201,0.00868,0.0033,0.00244,0.0088,0.01005,0.00693
2010-01-05 06:00,0.00156,0.001235,0.001458,0.000108,0.001392,0.002496,0.000737,0.00891,0.002665,0.001344
2010-01-05 07:00,0.044096,0.014672,0.007936,0.001408,0.028614,0.017248,0.000825,0.023058,0.01584,0.010088
2010-01-05 08:00,0.058,0.05018,0.019398,0.005208,0.058,0.04004,0.003021,0.034216,0.03289,0.046004
2010-01-05 09:00,0.038995,0.052,0.065,0.02041,0.03828,0.053,0.015688,0.066,0.055,0.053
2010-01-05 10:00,0.009027,0.0201,0.055449,0.067,0.019642,0.018432,0.059,0.017174,0.025175,0.043081
2010-01-05 11:00,0.00649,0.012375,0.018432,0.024966,0.013674,0.01242,0.04698,0.009006,0.01554,0.019437
2010-01-05 12:00,0.09344,0.13237,0.1323,0.09891,0.1078,0.10044,0.15476,0.02014,0.10282,0.06
2010-01-05 13:00,0.1188,0.08268,0.15264,0.08132,0.0868,0.12376,0.09342,0.07161,0.165,0.14625
2010-01-05 14:00,0.23904,0.24136,0.176,0.05934,0.2359,0.2376,0.12932,0.04779,0.2254,0.112
2010-01-05 15:00,0.41144,0.2871,0.19584,0.11036,0.39064,0.38019,0.22743,0.19944,0.329,0.29512
2010-01-05 16:00,0.42432,0.2275,0.1365,0.1207,0.34086,0.29755,0.16017,0.3975,0.2779,0.14127
2010-01-05 17:00,0.53262,0.1661,0.20406,0.096,0.45032,0.416,0.13364,0.41875,0.3008,0.20406
2010-01-05 18:00,0.4696,0.6055875,0.65325,0.0854625,0.206625,0.349125,0.25155,0.277675,0.496125,0.477375
2010-01-05 19:00,0.160272,0.447984,0.70464,0.27456,0.20592,0.439296,0.46488,0.2544,0.498432,0.70928
2010-01-05 20:00,0.33672,0.40704,0.414672,0.66352,0.30208,0.52936,0.55392,0.138624,0.447744,0.46592
2010-01-05 21:00,0.13936,0.217728,0.22344,0.296032,0.152192,0.136512,0.668416,0.239136,0.2928,0.457728
2010-01-05 22:00,0.064925,0.066375,0.13965,0.16275,0.22265,0.0829125,0.3549,0.0675,0.1526,0.161025
2010-01-05 23:00,0.19215,0.192,0.11542,0.07812,0.09486,0.1188,0.18084,0.02128,0.11904,0.16244
2010-01-06 00:00,0.075,0.0306,0.13332,0.07952,0.14632,0.09828,0.11222,0.01311,0.0884,0.06254
2010-01-06 01:00,0.04355,0.04212,0.05828,0.0825,0.0319,0.0589,0.11532,0.0054,0.0448,0.0198
2010-01-06 02:00,0.00896,0.01254,0.01593,0.03024,0.01323,0.02562,0.08614,0.0063,0.01767,0.0066
2010-01-06 03:00,0.00528,0.01809,0.00726,0.0102,0.0064,0.01166,0.0462,0.00536,0.0102,0.00737
2010-01-06 04:00,0.01155,0,0,0.00216,0.00576,0,0.01922,0.0081,0,0
2010-01-06 05:00,0.0033,0.0031,0,0.00189,0.00924,0.00325,0.00248,0.01056,0.00855,0.00671
2010-01-06 06:00,0.00171,0.001083,0.001539,0.000128,0.001392,0.002784,0.000594,0.009045,0.002337,0.001416
2010-01-06 07:00,0.039273,0.016768,0.00744,0.001144,0.028614,0.017248,0.00084,0.027328,0.01344,0.010476
2010-01-06 08:00,0.053,0.05018,0.021594,0.004452,0.057,0.03696,0.003021,0.040138,0.034086,0.047488
2010-01-06 09:00,0.040413,0.067,0.065,0.019782,0.040832,0.053,0.018056,0.054,0.053,0.064
2010-01-06 10:00,0.010098,0.018,0.060903,0.061,0.02093,0.019008,0.063,0.018559,0.031825,0.036008
2010-01-06 11:00,0.00715,0.013725,0.015552,0.026718,0.014964,0.01196,0.04212,0.00869,0.016835,0.018073
2010-01-06 12:00,0.07592,0.13888,0.1092,0.10048,0.11172,0.09072,0.1606,0.0228,0.11252,0.059
2010-01-06 13:00,0.14256,0.11232,0.12508,0.06848,0.09424,0.13328,0.11591,0.05208,0.121,0.12675
2010-01-06 14:00,0.23904,0.26291,0.1856,0.0559,0.2359,0.2124,0.12296,0.06075,0.17066,0.12425
2010-01-06 15:00,0.42812,0.36135,0.18666,0.089,0.32382,0.33611,0.21299,0.18005,0.3243,0.2856
2010-01-06 16:00,0.35802,0.20475,0.1491,0.1054,0.45448,0.35165,0.19951,0.45,0.20644,0.16897
2010-01-06 17:00,0.45999,0.18724,0.19332,0.081,0.4763,0.351,0.14392,0.39375,0.2538,0.19332
2010-01-06 18:00,0.396225,0.5479125,0.507,0.0903,0.235625,0.324625,0.3096,0.296825,0.496125,0.51925
2010-01-06 19:00,0.157248,0.447984,0.692896,0.242528,0.16224,0.456192,0.386208,0.288,0.540672,0.59488
2010-01-06 20:00,0.33672,0.393472,0.453792,0.7436,0.30208,0.472352,0.563152,0.13376,0.366336,0.379904
2010-01-06 21:00,0.11856,0.186624,0.20384,0.316448,0.165312,0.169376,0.65648,0.279744,0.2736,0.379056
2010-01-06 22:00,0.067375,0.06975,0.1421,0.157325,0.23725,0.0804375,0.4368,0.08375,0.1417,0.183625
2010-01-06 23:00,0.21105,0.189,0.10348,0.0744,0.09945,0.12078,0.1781,0.02014,0.1209,0.16244
2010-01-07 00:00,0.0725,0.03213,0.12524,0.08236,0.13216,0.09048,0.09955,0.0138,0.07888,0.06844
2010-01-07 01:00,0.03965,0.04212,0.0611,0.08375,0.03074,0.05795,0.10602,0.00549,0.0413,0.02046
2010-01-07 02:00,0.00976,0.01178,0.01566,0.0264,0.01344,0.02688,0.0803,0.0064,0.01643,0.00804
2010-01-07 03:00,0.00464,0.01431,0.00572,0.00901,0.0054,0.0121,0.05376,0.00528,0.00935,0.00737
2010-01-07 04:00,0.01344,0,0,0.0026,0.00531,0,0.01953,0.00975,0,0
2010-01-07 05:00,0.0027,0.00295,0,0.00177,0.00728,0.00305,0.00208,0.00928,0.00855,0.00682
2010-01-07 06:00,0.00189,0.001045,0.001539,0.000108,0.00156,0.002736,0.000682,0.009045,0.002419,0.001368
2010-01-07 07:00,0.038584,0.015458,0.007688,0.00143,0.033634,0.018788,0.00099,0.025193,0.01248,0.01261
2010-01-07 08:00,0.066,0.04246,0.020862,0.00504,0.056,0.035728,0.003286,0.043428,0.039468,0.045262
2010-01-07 09:00,0.043958,0.057,0.055,0.020096,0.037642,0.056,0.017464,0.067,0.057,0.053
2010-01-07 10:00,0.008721,0.0168,0.059994,0.063,0.021574,0.017856,0.058,0.014681,0.026125,0.043081
2010-01-07 11:00,0.0066,0.015075,0.016416,0.028032,0.016512,0.01495,0.04536,0.008216,0.015799,0.020119
2010-01-07 12:00,0.09636,0.11284,0.1113,0.09891,0.10584,0.10692,0.16352,0.01976,0.12222,0.066
2010-01-07 13:00,0.15984,0.1092,0.11236,0.06527,0.06572,0.12138,0.08823,0.04743,0.1122,0.11505
2010-01-07 14:00,0.23572,0.2155,0.208,0.05934,0.2359,0.2232,0.16112,0.04212,0.18676,0.11025
2010-01-07 15:00,0.41144,0.2871,0.18054,0.11392,0.257,0.37468,0.23104,0.14681,0.2961,0.26656
2010-01-07 16:00,0.39117,0.25025,0.1575,0.1309,0.43056,0.3246,0.18827,0.4425,0.30569,0.20498
2010-01-07 17:00,0.42771,0.1661,0.20048,0.0885,0.5196,0.3575,0.14392,0.4,0.2585,0.22912
2010-01-07 18:00,0.4109,0.5383,0.63375,0.0919125,0.228375,0.3675,0.280575,0.315975,0.48825,0.527625
2010-01-07 19:00,0.18144,0.425952,0.775104,0.292864,0.20592,0.456192,0.479184,0.2736,0.456192,0.65208
2010-01-07 20:00,0.3036,0.386688,0.524208,0.59488,0.30208,0.521216,0.535456,0.143488,0.393472,0.401408
2010-01-07 21:00,0.13104,0.183168,0.24304,0.275616,0.160064,0.169376,0.620672,0.234624,0.2832,0.39336
2010-01-07 22:00,0.07105,0.07425,0.1519,0.168175,0.24455,0.076725,0.416325,0.06625,0.177125,0.1582
2010-01-07 23:00,0.1701,0.174,0.13134,0.07316,0.08109,0.12078,0.15892,0.02432,0.11346,0.14934
2010-01-08 00:00,0.075,0.03417,0.11716,0.08946,0.13452,0.09048,0.10498,0.01357,0.08024,0.06136
2010-01-08 01:00,0.04225,0.0468,0.0517,0.07375,0.03422,0.0608,0.10974,0.00486,0.0434,0.02178
2010-01-08 02:00,0.00992,0.01159,0.01647,0.02592,0.01155,0.02604,0.0949,0.0064,0.01612,0.0066
2010-01-08 03:00,0.00456,0.01728,0.00671,0.00884,0.0057,0.01408,0.04956,0.00504,0.01139,0.00693
2010-01-08 04:00,0.01386,0,0,0.00268,0.00558,0,0.01767,0.00795,0,0
2010-01-08 05:00,0.00265,0.0031,0,0.00159,0.0091,0.0033,0.0024,0.01024,0.00795,0.00605
2010-01-08 06:00,0.00192,0.001216,0.001512,0.000112,0.00156,0.002496,0.00066,0.00756,0.002624,0.001536
2010-01-08 07:00,0.046163,0.01703,0.00744,0.001452,0.030622,0.017556,0.00099,0.028182,0.01608,0.011252
2010-01-08 08:00,0.056,0.041688,0.024156,0.005292,0.067,0.04004,0.003127,0.038164,0.031096,0.042294
2010-01-08 09:00,0.047503,0.06,0.055,0.01727,0.03828,0.062,0.015688,0.053,0.062,0.058
2010-01-08 10:00,0.009945,0.0171,0.051813,0.063,0.01932,0.015552,0.058,0.016897,0.028025,0.043081
2010-01-08 11:00,0.0066,0.01395,0.016704,0.027594,0.017286,0.01265,0.05265,0.008216,0.015799,0.018414
2010-01-08 12:00,0.09052,0.12803,0.1155,0.10362,0.12152,0.08586,0.16644,0.02546,0.12416,0.063
2010-01-08 13:00,0.15552,0.08268,0.13356,0.07169,0.08184,0.1428,0.09342,0.06603,0.1496,0.1053
2010-01-08 14:00,0.17928,0.31032,0.2112,0.05934,0.20894,0.2232,0.11236,0.0486,0.21252,0.1085
2010-01-08 15:00,0.31692,0.38115,0.17136,0.09612,0.34438,0.3857,0.2166,0.20775,0.3102,0.33796
2010-01-08 16:00,0.36465,0.208,0.1554,0.0986,0.37674,0.29755,0.20232,0.5775,0.28981,0.17451
2010-01-08 17:00,0.54069,0.18724,0.22912,0.099,0.5629,0.39,0.13364,0.4,0.2867,0.2327
2010-01-08 18:00,0.4109,0.5286875,0.61425,0.106425,0.235625,0.37975,0.2709,0.3064,0.45675,0.527625
2010-01-08 19:00,0.163296,0.418608,0.657664,0.260832,0.17784,0.523776,0.457728,0.3024,0.532224,0.59488
2010-01-08 20:00,0.28704,0.434176,0.516384,0.60632,0.26904,0.423488,0.609312,0.126464,0.413824,0.39424
2010-01-08 21:00,0.11232,0.22464,0.21168,0.265408,0.14432,0.133984,0.787776,0.239136,0.2544,0.443424
2010-01-08 22:00,0.0637,0.070875,0.15925,0.14105,0.19345,0.0779625,0.389025,0.08375,0.15805,0.16385
2010-01-08 23:00,0.2016,0.177,0.10945,0.07936,0.08721,0.11286,0.16988,0.02356,0.11718,0.15982
2010-01-09 00:00,0.075,0.03264,0.1212,0.07668,0.14396,0.09204,0.11041,0.01518,0.0884,0.0767
2010-01-09 01:00,0.064829535,0.039013834,0.073516693,0.024012558,0.06648629,0.074711148,0.057567982,0.052947346,0.035036762,0.05805845
2010-01-09 02:00,0.056257986,0.079317382,0.050114257,0.06810047,0.060277264,0.0499178,0.037414325,0.046182151,0.042287253,0.066388251
2010-01-09 03:00,0.058769591,0.042686371,0.036101936,0.060171807,0.036399231,0.060286226,0.050630778,0.02479284,0.041211099,0.038114751
2010-01-09 04:00,0.052003524,0.062624243,0.068065326,0.058274962,0.069338031,0.060651252,0.057285786,0.071933445,0.0801921,0.038942638
2010-01-09 05:00,0.085789527,0.037196685,0.050133702,0.069229691,0.047816937,0.054851679,0.049602432,0.059422652,0.055329777,0.060387784
2010-01-09 06:00,0.006115335,0.005508331,0.006726868,0.004499482,0.005431416,0.004139014,0.004430498,0.006544656,0.006369563,0.005477824
2010-01-09 07:00,0.006753518,0.010397933,0.010637751,0.006033982,0.00751487,0.006484732,0.005481276,0.008442123,0.008234323,0.005799216
2010-01-09 08:00,0.005919552,0.005814752,0.008331556,0.010521427,0.005329694,0.006527371,0.006797979,0.003124623,0.005095753,0.004601911
2010-01-09 09:00,0.011714549,0.01093854,0.009294889,0.005865448,0.009184547,0.008200185,0.00716586,0.008905609,0.006591117,0.009657168
2010-01-09 10:00,0.015549415,0.018353159,0.013470115,0.013126248,0.011406313,0.011445423,0.023873359,0.016544577,0.012182307,0.011139917
2010-01-09 11:00,0.016342031,0.016275329,0.015415561,0.009610065,0.021644853,0.021752957,0.017005603,0.01400044,0.014794081,0.010384837
2010-01-09 12:00,0.31352445,0.237215787,0.240865261,0.244816505,0.145815439,0.261715659,0.291818911,0.203958487,0.267412238,0.126750536
2010-01-09 13:00,0.30026284,0.231927159,0.206965507,0.310793885,0.15285151,0.352971164,0.263576722,0.285231271,0.373631564,0.307954552
2010-01-09 14:00,0.253257952,0.434072351,0.274882894,0.355461363,0.438548538,0.158389511,0.400711923,0.280069363,0.165351687,0.171142951
2010-01-09 15:00,0.209900677,0.25317251,0.170636417,0.222963695,0.303118107,0.147030664,0.109371915,0.237329356,0.23126335,0.154755174
2010-01-09 16:00,0.236536976,0.138296029,0.307663836,0.247542038,0.18326037,0.21965423,0.185412155,0.322021822,0.269690407,0.124962931
2010-01-09 17:00,0.247054138,0.162611717,0.202470543,0.29725876,0.363408668,0.226632324,0.387562858,0.167306125,0.321910403,0.230640787
2010-01-09 18:00,0.493666046,0.530507343,0.36032479,0.315435194,0.262260087,0.357334878,0.512472371,0.323968343,0.354051117,0.277971205
2010-01-09 19:00,0.70752,0.219632,0.4038656,0.491888848,0.5697536,0.4178944,0.34776,0.4017216,0.4859712,0.6262496
2010-01-09 20:00,0.375418956,0.263150811,0.272297923,0.540672,0.285586563,0.289776506,0.279940381,0.221508357,0.439240178,0.349571658
2010-01-09 21:00,0.278718023,0.341150861,0.313624406,0.359865884,0.195309074,0.328954835,0.375618051,0.174456837,0.287164023,0.186470803
2010-01-09 22:00,0.211757655,0.224041191,0.247151435,0.178632915,0.231086512,0.213788548,0.277354764,0.393156303,0.227488224,0.222504754
2010-01-09 23:00,0.1471474,0.221435986,0.189565468,0.266761574,0.263189805,0.140689595,0.176934323,0.11284478,0.157960798,0.183028728
2010-01-10 00:00,0.035824206,0.022372794,0.023216397,0.200699819,0.020885086,0.025971029,0.034040903,0.020084668,0.035142999,0.031615825
2010-01-10 01:00,0.043348704,0.053222576,0.03760113,0.033307185,0.056418683,0.043213239,0.058344647,0.041426396,0.050663798,0.054564321
2010-01-10 02:00,0.067717946,0.062825245,0.059931977,0.038365538,0.040822121,0.043875276,0.031585054,0.039023397,0.0673565,0.034826372
